median_sat_km,median_rb_km,altitude_delta_km,separation_threshold_km,rb_intrusion_pct_<=650,sat_rising_pct_>=600_<=750,rb_mass_below_650_tons,sat_mass_above_600_tons,energy_ratio_rb_vs_sat,lane_mass_500_600_tons,ring_mass_750_1000_tons,rb_commuter_frac_500_650,sat_grey_frac_600_750,overlap_index,total_satellites_plotted,total_rocket_bodies_plotted
539.0,607.0,68.0,75,15.705882352941178,4.535419163565256,1858.025,1357.9974,4.120190458708475,1739.4422,798.0,0.15705882352941178,0.04535419163565256,0.10120650758253216,15853,1700
