satellite_name,official_name,un_registry,country_operator,owner,users,purpose,primary_purpose,detailed_purpose,orbit_class,orbit_type,geo_longitude,perigee_km,apogee_km,eccentricity,inclination_degrees,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,launch_date,lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,cospar_id,norad_id,sat_age_years,is_commercial,is_government,is_military,is_civil
Starlink-4370,Starlink-4370,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AU,53231,4,1,0,0,0
Starlink-4371,Starlink-4371,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AV,53232,4,1,0,0,0
Starlink-4372,Starlink-4372,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AW,53233,4,1,0,0,0
Starlink-4373,Starlink-4373,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AG,53219,4,1,0,0,0
Starlink-4374,Starlink-4374,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105E,53652,4,1,0,0,0
Starlink-4375,Starlink-4375,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084D,53192,4,1,0,0,0
Starlink-4376,Starlink-4376,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AD,53216,4,1,0,0,0
Starlink-4377,Starlink-4377,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AJ,53221,4,1,0,0,0
Starlink-4378,Starlink-4378,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099M,53476,4,1,0,0,0
Starlink-4379,Starlink-4379,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AE,53217,4,1,0,0,0
Starlink-4380,Starlink-4380,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105C,53650,4,1,0,0,0
Starlink-4381,Starlink-4381,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AK,53222,4,1,0,0,0
Starlink-4382,Starlink-4382,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084F,53194,4,1,0,0,0
Starlink-4383,Starlink-4383,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099J,53473,4,1,0,0,0
Starlink-4384,Starlink-4384,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AF,53218,4,1,0,0,0
Starlink-4385,Starlink-4385,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084K,53198,4,1,0,0,0
Starlink-4386,Starlink-4386,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105B,53649,4,1,0,0,0
Starlink-4387,Starlink-4387,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AB,53490,4,1,0,0,0
Starlink-4388,Starlink-4388,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105D,53651,4,1,0,0,0
Starlink-4389,Starlink-4389,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099L,53475,4,1,0,0,0
Starlink-4390,Starlink-4390,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105F,53653,4,1,0,0,0
Starlink-4391,Starlink-4391,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084A,53189,4,1,0,0,0
Starlink-4392,Starlink-4392,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2922-099AA,53489,4,1,0,0,0
Starlink-4393,Starlink-4393,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099F,53470,4,1,0,0,0
Starlink-4394,Starlink-4394,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099C,53467,4,1,0,0,0
Starlink-4395,Starlink-4395,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084L,53199,4,1,0,0,0
Starlink-4396,Starlink-4396,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,539.0,541.0,0.000145,53.2,95.4,260.0,245.94594594594594,120.0,2022-08-28,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-104BB,53637,4,1,0,0,0
Starlink-4397,Starlink-4397,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084S,53205,4,1,0,0,0
Starlink-4398,Starlink-4398,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099B,53466,4,1,0,0,0
Starlink-4399,Starlink-4399,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099E,53469,4,1,0,0,0
Starlink-4400,Starlink-4400,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099D,53468,4,1,0,0,0
Starlink-4401,Starlink-4401,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099U,53483,4,1,0,0,0
Starlink-4402,Starlink-4402,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AW,53509,4,1,0,0,0
Starlink-4403,Starlink-4403,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084J,53197,4,1,0,0,0
Starlink-4404,Starlink-4404,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084G,53195,4,1,0,0,0
Starlink-4405,Starlink-4405,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084N,53201,4,1,0,0,0
Starlink-4406,Starlink-4406,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105V,53667,4,1,0,0,0
Starlink-4407,Starlink-4407,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084H,53196,4,1,0,0,0
Starlink-4408,Starlink-4408,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084T,53206,4,1,0,0,0
Starlink-4409,Starlink-4409,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084Q,53203,4,1,0,0,0
Starlink-4410,Starlink-4410,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084R,53204,4,1,0,0,0
Starlink-4411,Starlink-4411,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084P,53202,4,1,0,0,0
Starlink-4412,Starlink-4412,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099N,53477,4,1,0,0,0
Starlink-4413,Starlink-4413,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084U,53207,4,1,0,0,0
Starlink-4414,Starlink-4414,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084AA,53213,4,1,0,0,0
Starlink-4415,Starlink-4415,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099A,53465,4,1,0,0,0
Starlink-4416,Starlink-4416,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084Z,53212,4,1,0,0,0
Starlink-4417,Starlink-4417,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084M,53200,4,1,0,0,0
Starlink-4418,Starlink-4418,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AG,53678,4,1,0,0,0
Starlink-4419,Starlink-4419,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084Y,53211,4,1,0,0,0
Starlink-4420,Starlink-4420,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105G,53654,4,1,0,0,0
Starlink-4421,Starlink-4421,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099Z,53488,4,1,0,0,0
Starlink-4422,Starlink-4422,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,539.0,541.0,0.000145,53.2,95.4,260.0,245.94594594594594,120.0,2022-08-28,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-104BD,53639,4,1,0,0,0
Starlink-4423,Starlink-4423,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084W,53209,4,1,0,0,0
Starlink-4424,Starlink-4424,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AK,53681,4,1,0,0,0
Starlink-4425,Starlink-4425,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084V,53208,4,1,0,0,0
Starlink-4426,Starlink-4426,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099V,53484,4,1,0,0,0
Starlink-4427,Starlink-4427,USA,USA,Spacex,Commercial,Communications,Communications,,LEO,Polar,0.0,561.0,564.0,0.000216,97.7,95.9,260.0,245.94594594594594,120.0,2022-07-22,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-084X,53210,4,1,0,0,0
Starlink-4428,Starlink-4428,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AA,53672,4,1,0,0,0
Starlink-4429,Starlink-4429,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AG,53495,4,1,0,0,0
Starlink-4430,Starlink-4430,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099W,53485,4,1,0,0,0
Starlink-4431,Starlink-4431,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099X,53486,4,1,0,0,0
Starlink-4432,Starlink-4432,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099Y,53487,4,1,0,0,0
Starlink-4433,Starlink-4433,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099P,53478,4,1,0,0,0
Starlink-4434,Starlink-4434,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AN,53501,4,1,0,0,0
Starlink-4435,Starlink-4435,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AP,53502,4,1,0,0,0
Starlink-4436,Starlink-4436,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099Q,53479,4,1,0,0,0
Starlink-4437,Starlink-4437,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AT,53506,4,1,0,0,0
Starlink-4438,Starlink-4438,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AL,53682,4,1,0,0,0
Starlink-4439,Starlink-4439,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AK,53498,4,1,0,0,0
Starlink-4440,Starlink-4440,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105Z,53671,4,1,0,0,0
Starlink-4441,Starlink-4441,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AX,53510,4,1,0,0,0
Starlink-4442,Starlink-4442,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099R,53480,4,1,0,0,0
Starlink-4443,Starlink-4443,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AV,53508,4,1,0,0,0
Starlink-4444,Starlink-4444,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AU,53507,4,1,0,0,0
Starlink-4445,Starlink-4445,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099K,53474,4,1,0,0,0
Starlink-4446,Starlink-4446,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AS,53505,4,1,0,0,0
Starlink-4447,Starlink-4447,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099H,53472,4,1,0,0,0
Starlink-4448,Starlink-4448,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AR,53504,4,1,0,0,0
Starlink-4449,Starlink-4449,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105U,53666,4,1,0,0,0
Starlink-4450,Starlink-4450,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AC,53491,4,1,0,0,0
Starlink-4451,Starlink-4451,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AD,53492,4,1,0,0,0
Starlink-4452,Starlink-4452,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105L,53658,4,1,0,0,0
Starlink-4453,Starlink-4453,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AJ,53497,4,1,0,0,0
Starlink-4454,Starlink-4454,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AL,53499,4,1,0,0,0
Starlink-4455,Starlink-4455,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AM,53500,4,1,0,0,0
Starlink-4456,Starlink-4456,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AB,53673,4,1,0,0,0
Starlink-4457,Starlink-4457,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105R,53663,4,1,0,0,0
Starlink-4458,Starlink-4458,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105W,53668,4,1,0,0,0
Starlink-4459,Starlink-4459,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105Y,53670,4,1,0,0,0
Starlink-4461,Starlink-4461,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,562.0,564.0,0.000144,53.2,95.9,260.0,245.94594594594594,120.0,2022-08-12,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-099AQ,53503,4,1,0,0,0
Starlink-4462,Starlink-4462,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Inclined,0.0,539.0,541.0,0.000145,53.0,95.4,260.0,245.94594594594594,120.0,2022-09-11,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-111J,53781,4,1,0,0,0
Starlink-4463,Starlink-4463,USA,USA,SpaceX,Commercial,Communications,Communications,,LEO,Polar,0.0,556.0,560.0,0.000289,97.6,95.8,260.0,245.94594594594594,120.0,2022-08-31,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105M,53659,4,1,0,0,0
